id,calories,proteins,fat,carbohydrate,name,kategori,kategori_kalori,cluster
1,280.0,9.2,28.4,0.0,Abon,Lemak,Sedang,2
2,0.0,0.0,0.2,0.0,Agar-agar,Lemak,Rendah,1
3,45.0,1.1,0.4,10.8,Akar tonjong ,Karbo,Rendah,1
4,37.0,4.4,0.5,3.8,Aletoge ,Protein,Rendah,1
5,85.0,0.9,6.5,7.7,Alpukat ,Karbo,Rendah,1
6,99.0,4.6,1.0,18.0,Andaliman ,Karbo,Rendah,1
7,25.0,1.6,0.2,5.3,Andewi,Karbo,Rendah,1
8,30.0,0.5,0.2,6.8,Anggur ,Karbo,Rendah,1
9,126.0,3.4,7.9,10.3,Anyang sayur,Karbo,Sedang,1
10,58.0,0.3,0.4,14.9,Apel,Karbo,Rendah,1
11,57.0,0.5,0.4,12.8,Apel malang ,Karbo,Rendah,1
12,37.0,0.8,0.5,8.3,Arbei,Karbo,Rendah,1
13,98.0,3.9,2.6,14.8,Asinan Bogor ,Karbo,Rendah,1
14,297.0,35.9,15.2,1.6,Sayap Crispy ,Protein,Sedang,0
15,270.0,32.3,11.2,9.9,Ampela goreng,Protein,Sedang,0
16,298.0,34.2,16.8,0.1,Dada Crispy,Protein,Sedang,0
17,286.0,32.1,16.1,1.1,Paha Crispy,Protein,Sedang,0
18,264.0,18.2,20.1,2.7,Ayam taliwang ,Lemak,Sedang,2
19,473.0,45.2,26.3,13.9,Usus goreng,Protein,Tinggi,0
20,113.0,17.6,4.2,0.0,Babat,Protein,Sedang,1
21,102.9,3.3,2.7,16.3,Bacang,Karbo,Sedang,1
22,272.0,8.7,6.7,44.1,Bakpia kue,Karbo,Sedang,2
23,76.0,4.1,2.5,9.2,Bakso ,Karbo,Rendah,1
24,280.0,8.2,10.2,39.0,Bakwan,Karbo,Sedang,2
25,190.0,3.3,0.3,43.5,Kue Bantal,Karbo,Sedang,1
26,159.0,3.1,5.8,23.5,Barongko,Karbo,Sedang,1
27,45.0,1.4,0.2,10.3,Bawang Bombay,Karbo,Rendah,1
28,39.0,1.5,0.3,0.2,Bawang Merah,Protein,Rendah,1
29,95.0,4.5,0.2,23.1,Bawang Putih,Karbo,Rendah,1
30,30.0,1.3,0.7,5.8,Bayam kukus,Karbo,Rendah,1
31,51.0,4.6,0.5,10.0,Bayam Merah,Karbo,Rendah,1
32,23.0,1.2,0.6,3.7,Bayam rebus,Karbo,Rendah,1
33,36.0,3.5,0.5,6.5,Bayam segar,Karbo,Rendah,1
34,102.0,3.7,6.7,6.9,Bayam tumis ,Karbo,Sedang,1
35,48.0,1.4,4.2,2.6,Bayam tumis santan,Lemak,Rendah,1
36,300.0,24.0,20.7,4.5,Bebek goreng,Protein,Sedang,0
37,65.0,1.1,5.2,3.5,Beberuk,Lemak,Rendah,1
38,258.0,10.6,9.5,32.5,Beef burger,Karbo,Sedang,2
39,151.0,8.6,3.1,22.3,Beef teriyaki ,Karbo,Sedang,1
40,132.0,9.8,1.1,20.7,Beef yakiniku ,Karbo,Sedang,1
41,116.0,11.9,4.9,6.1,Bekasam,Protein,Sedang,1
42,78.0,11.4,2.0,3.6,Bekasang,Protein,Rendah,1
43,36.0,0.4,0.4,8.8,Belimbing,Karbo,Rendah,1
44,145.0,1.2,0.4,34.2,Belitung talas kukus,Karbo,Sedang,1
45,417.0,25.9,19.4,32.0,Belut goreng,Karbo,Tinggi,0
46,55.0,1.4,0.2,12.8,Bengkuang,Karbo,Rendah,1
47,98.0,1.6,0.7,20.9,Bentul (Komba)  talas ,Karbo,Rendah,1
48,71.0,2.3,0.3,15.4,Bentul talas kukus,Karbo,Rendah,1
49,181.0,4.0,1.2,37.3,Beras Ketan Hitam kukus,Karbo,Sedang,1
50,166.0,3.8,1.0,34.4,Beras Ketan Hitam tape,Karbo,Sedang,1
51,163.0,3.0,0.4,35.7,Beras Ketan Putih kukus,Karbo,Sedang,1
52,172.0,3.0,0.5,37.5,Beras Ketan Putih tape,Karbo,Sedang,1
53,145.0,16.3,7.0,4.1,Betok wadi ,Protein,Sedang,1
54,154.0,3.0,4.5,25.5,Bihun Goreng ,Karbo,Sedang,1
55,381.0,6.1,3.9,80.3,Bihun goreng instan,Karbo,Tinggi,2
56,225.7,3.0,0.3,52.9,Bika Ambon ,Karbo,Sedang,1
57,458.0,6.9,14.4,75.1,Biskuit,Karbo,Tinggi,2
58,42.0,1.6,0.1,9.6,Bit,Karbo,Rendah,1
59,51.0,0.3,0.1,12.1,Biwah segar,Karbo,Rendah,1
60,119.0,4.4,3.5,18.3,Bongkrek (tempe bungkil),Karbo,Sedang,1
61,186.0,11.7,9.7,13.0,Botok lamtoro,Karbo,Sedang,1
62,249.0,3.4,0.4,58.0,Brem,Karbo,Sedang,1
63,400.0,4.0,0.7,95.3,Brondong ,Karbo,Tinggi,2
64,141.0,15.3,3.3,12.6,Brongkos,Protein,Sedang,1
65,23.0,0.8,0.2,5.2,Buah Atung,Karbo,Rendah,1
66,110.0,1.4,2.1,21.4,Buah kelenting ,Karbo,Sedang,1
67,38.0,1.5,0.2,7.5,Buah kelor,Karbo,Rendah,1
68,71.0,1.7,3.1,9.1,Buah Naga Merah ,Karbo,Rendah,1
69,56.0,0.8,1.0,10.9,Buah Naga Putih ,Karbo,Rendah,1
70,55.0,1.2,0.1,12.2,Buah negri segar,Karbo,Rendah,1
71,60.0,1.0,60.0,13.0,Bubur ,Lemak,Rendah,1
72,167.0,0.2,4.0,33.0,Bubur sagu,Karbo,Sedang,1
73,156.0,2.3,0.2,15.6,Bubur Manado,Karbo,Sedang,1
74,72.0,11.4,4.9,1.4,Bulgogi ,Protein,Rendah,1
75,30.0,2.2,0.2,6.4,Buncis rebus,Karbo,Rendah,1
76,42.0,2.0,1.1,6.1,Bunga turi segar,Karbo,Rendah,1
77,333.0,29.3,3.3,50.0,Bungkil Biji Karet,Karbo,Tinggi,0
78,336.0,37.4,13.0,30.5,Bungkil Kacang Tanah,Protein,Tinggi,0
79,368.0,23.0,15.0,40.0,Bungkil Kelapa,Karbo,Tinggi,0
80,106.0,4.4,6.3,7.9,Buntil ,Karbo,Sedang,1
81,141.0,4.4,10.2,8.0,Buntil daun talas,Lemak,Sedang,1
82,125.7,3.3,1.9,23.9,Buras ,Karbo,Sedang,1
83,367.0,15.9,6.2,61.8,Cabai merah kering,Karbo,Tinggi,2
84,36.0,1.0,0.3,7.3,Cabai merah segar,Karbo,Rendah,1
85,120.0,4.7,2.4,19.9,Cabai rawit segar,Karbo,Sedang,1
86,20.0,1.7,0.4,3.4,Caisin segar,Karbo,Rendah,1
87,155.0,20.1,3.8,10.2,Cakalang asap,Protein,Sedang,1
88,323.0,4.9,11.5,50.1,Cake tape,Karbo,Tinggi,2
89,97.0,5.8,6.3,4.2,Cap cai sayur,Lemak,Rendah,1
90,24.0,1.9,0.2,3.7,Carica papaya segar,Karbo,Rendah,1
91,460.0,0.8,18.7,17.2,Cassava stick,Lemak,Tinggi,2
92,116.0,3.0,0.4,28.6,Cempedak,Karbo,Sedang,1
93,462.0,1.2,20.7,67.7,Ceriping getuk singkong,Karbo,Tinggi,2
94,168.0,13.0,9.6,7.5,Chicken teriyaki ,Protein,Sedang,1
95,143.0,9.8,1.4,22.8,Chikiniku ,Karbo,Sedang,1
96,311.0,8.0,4.0,48.9,Coklat bubuk,Karbo,Tinggi,2
97,472.0,2.0,29.8,62.7,Coklat Manis ,Karbo,Tinggi,2
98,504.0,5.5,52.9,29.2,Coklat Pahit ,Lemak,Tinggi,2
99,381.0,9.0,35.0,53.6,Coklat Susu ,Karbo,Tinggi,2
100,210.0,1.6,6.6,35.8,Combro ,Karbo,Sedang,1
101,241.0,16.0,25.0,0.0,Corned Beef,Lemak,Sedang,2
102,96.0,6.8,5.9,3.8,Coto mangkasara kuda ,Protein,Rendah,1
103,84.0,6.0,6.0,1.4,Coto mangkasara sapi ,Protein,Rendah,1
104,145.0,27.0,2.3,0.0,Cue Selar Kuning,Protein,Sedang,0
105,12.0,0.1,0.1,5.0,Cuka,Karbo,Rendah,1
106,265.0,40.6,10.1,0.0,Cumi-cumi goreng,Protein,Sedang,0
107,191.0,32.0,6.0,0.0,Daging Asap,Protein,Sedang,0
108,206.0,17.1,14.8,0.0,Daging Domba,Protein,Sedang,1
109,154.0,16.6,9.2,0.0,Daging Kambing,Protein,Sedang,1
110,84.0,18.7,0.5,0.0,Daging Kerbau,Protein,Rendah,1
111,118.0,18.1,4.1,0.9,Daging Kuda,Protein,Sedang,1
112,207.0,18.8,14.0,0.0,Daging Sapi,Protein,Sedang,1
113,29.0,1.8,0.7,5.2,Daun Bawang,Karbo,Rendah,1
114,53.0,5.3,0.9,9.1,Daun katuk rebus,Karbo,Rendah,1
115,61.0,6.1,0.9,10.0,Daun Kelor rebus,Karbo,Rendah,1
116,46.0,4.0,0.5,8.9,Daun Kemangi,Karbo,Rendah,1
117,22.0,2.1,0.5,3.6,Daun kol sawi segar,Karbo,Rendah,1
118,23.0,3.0,0.3,3.7,Daun Koro,Karbo,Rendah,1
119,51.0,2.5,1.1,8.0,Daun kubis segar,Karbo,Rendah,1
120,14.0,1.3,0.3,2.3,Daun Kumak,Karbo,Rendah,1
121,60.0,4.0,0.4,4.7,Daun Labu Siam,Karbo,Rendah,1
122,30.0,3.6,0.6,4.5,Daun Labu Waluh,Karbo,Rendah,1
123,87.0,8.3,1.8,14.4,Daun lamtoro segar,Karbo,Rendah,1
124,76.0,2.8,0.2,15.8,Daun leilem segar,Karbo,Rendah,1
125,45.0,4.7,0.5,8.1,Daun Leunca,Karbo,Rendah,1
126,30.0,2.3,0.4,5.8,Daun Lobak,Karbo,Rendah,1
127,40.0,3.0,0.8,7.4,Daun Lompong Tales,Karbo,Rendah,1
128,54.0,3.7,0.3,11.8,Daun Mangkokan,Karbo,Rendah,1
129,22.0,1.0,0.1,5.3,Daun Oyong,Karbo,Rendah,1
130,128.0,12.0,6.5,12.4,Daun Pete Cina,Karbo,Sedang,1
131,37.0,2.5,0.8,6.9,Daun Poh-pohan,Karbo,Rendah,1
132,55.0,4.0,0.5,8.5,Daun Singkong lodeh,Karbo,Rendah,1
133,31.0,3.7,0.6,4.8,Daun Singkong rebus,Karbo,Rendah,1
134,56.0,3.1,0.3,13.0,Daun Ubi Jalar kukus,Karbo,Rendah,1
135,260.0,2.0,15.0,53.0,Deblo ,Karbo,Sedang,2
136,382.0,55.7,14.1,8.0,Dendeng belut goreng,Protein,Tinggi,0
137,433.0,55.0,9.0,0.0,Dendeng Daging Sapi,Protein,Tinggi,0
138,598.0,74.3,26.9,9.2,Dendeng mujahir goreng,Protein,Tinggi,0
139,395.0,3.0,5.7,81.2,Dodol,Karbo,Tinggi,2
140,298.0,3.7,2.1,65.9,Dodol bali,Karbo,Sedang,2
141,368.0,2.6,8.6,70.0,Dodol banjarmasin,Karbo,Tinggi,2
142,348.0,0.4,3.8,76.1,Dodol galamai,Karbo,Tinggi,2
143,331.0,1.9,7.6,63.8,Dodol kedondong,Karbo,Tinggi,2
144,373.0,4.3,16.5,51.9,Dodol manado,Karbo,Tinggi,2
145,17.5,3.3,2.3,39.5,Dodonkol ,Karbo,Rendah,1
146,63.0,1.0,0.2,16.1,Duku,Karbo,Rendah,1
147,134.0,2.5,3.0,28.0,Durian,Karbo,Sedang,1
148,80.0,0.5,0.6,18.2,Duwet,Karbo,Rendah,1
149,590.0,18.5,57.0,0.0,Empal Goreng,Lemak,Tinggi,2
150,345.0,12.0,1.5,71.5,Emping ,Karbo,Tinggi,2
151,403.0,10.6,2.2,85.3,Emping beras,Karbo,Tinggi,2
152,355.0,17.8,4.6,60.7,Emping komak,Karbo,Tinggi,2
153,122.0,3.5,4.5,17.5,Encung asam ,Karbo,Sedang,1
154,210.0,4.0,12.5,20.6,Es krim,Karbo,Sedang,1
155,156.7,3.0,1.7,32.7,Es Krim (Coconut milk) ,Karbo,Sedang,1
156,152.0,0.0,0.0,37.6,Es Mambo ,Karbo,Sedang,1
157,44.8,0.0,0.0,11.3,Es Sirup ,Karbo,Rendah,1
158,270.0,12.3,15.9,19.3,Fillet o-fish,Karbo,Sedang,2
159,322.0,2.4,0.6,76.6,Gadung kering,Karbo,Tinggi,2
160,137.0,6.1,3.2,21.0,Gado-gado,Karbo,Sedang,1
161,88.0,0.8,0.3,20.9,Gadung kukus,Karbo,Rendah,1
162,88.0,0.6,0.3,20.9,Gadung ubi kukus,Karbo,Rendah,1
163,13.0,0.3,0.6,1.6,Gambas lodeh,Karbo,Rendah,1
164,68.0,0.7,0.1,18.0,Gandaria,Karbo,Rendah,1
165,100.0,0.8,0.2,23.8,Ganyong kukus,Karbo,Rendah,1
166,100.0,0.8,0.2,23.8,Ganyong rebus,Karbo,Rendah,1
167,77.0,0.6,0.2,18.4,Ganyong segar,Karbo,Rendah,1
168,338.0,1.5,0.7,81.3,Gaplek,Karbo,Tinggi,2
169,191.0,4.5,1.5,39.7,Gatep segar,Karbo,Sedang,1
170,347.0,1.3,0.7,83.8,Gatot,Karbo,Tinggi,2
171,195.0,0.4,1.7,44.4,Geblek,Karbo,Sedang,1
172,389.0,0.0,0.0,91.0,Gelatine,Karbo,Tinggi,2
173,95.0,1.5,0.1,22.4,Gembili,Karbo,Rendah,1
174,131.0,1.1,0.2,31.3,Gembili ubi segar,Karbo,Sedang,1
175,274.0,1.7,5.4,55.5,Gemblong,Karbo,Sedang,2
176,407.0,6.4,28.2,32.0,Gendar goreng,Karbo,Tinggi,2
177,35.0,1.7,0.2,7.7,Genjer segar,Karbo,Rendah,1
178,350.0,1.4,14.4,53.6,Geplak,Karbo,Tinggi,2
179,462.0,3.1,24.4,57.7,Geplak jahe,Karbo,Tinggi,2
180,75.0,8.2,2.0,6.0,Gete kuah asam ,Protein,Rendah,1
181,360.0,1.3,6.4,74.3,Getuk goreng,Karbo,Tinggi,2
182,171.4,4.0,4.0,32.0,Getuk Lindri ,Karbo,Sedang,1
183,144.0,1.1,0.4,34.1,Getuk pisang,Karbo,Sedang,1
184,204.0,0.5,1.4,47.4,Getuk singkong,Karbo,Sedang,1
185,53.0,1.6,1.6,8.8,Gudeg ,Karbo,Rendah,1
186,160.0,3.3,9.2,16.0,Gudeg sayur,Karbo,Sedang,1
187,368.0,0.0,0.0,95.0,Gula Aren,Karbo,Tinggi,2
188,386.0,3.0,10.0,76.0,Gula Kelapa,Karbo,Tinggi,2
189,394.0,0.0,0.0,94.0,Gula putih,Karbo,Tinggi,2
190,52.0,10.0,0.5,1.8,Gulai asam keueung ,Protein,Rendah,1
191,106.0,16.5,3.3,2.5,Gulai ikan ,Protein,Sedang,1
192,148.0,10.0,9.8,5.0,Gulai ikan paya ,Protein,Sedang,1
193,126.0,4.2,9.4,6.2,Gulai kambing,Lemak,Sedang,1
194,110.0,5.9,8.2,3.2,Gulai keumamah ,Lemak,Sedang,1
195,143.0,4.0,11.4,6.0,Gulai pakis,Lemak,Sedang,1
196,176.0,7.3,14.9,3.2,Gulai pliek,Lemak,Sedang,1
197,132.0,9.0,7.2,7.8,Gulai tiram ,Protein,Sedang,1
198,192.0,12.7,10.1,12.7,Gurame asem manis ,Karbo,Sedang,1
199,218.0,0.5,2.5,48.5,Gurandil,Karbo,Sedang,1
200,389.0,16.9,35.0,0.3,Ham,Lemak,Tinggi,2
201,65.0,10.0,1.0,3.5,Hangop,Protein,Rendah,1
202,390.0,14.2,7.4,68.2,Havermout,Karbo,Tinggi,2
203,127.0,1.2,0.5,29.5,Ubi hutan ,Karbo,Sedang,1
204,146.0,17.7,5.9,5.6,Ikan asar merah ,Protein,Sedang,1
205,380.0,33.6,27.5,0.0,Ikan Asin bilis goreng,Protein,Tinggi,0
206,456.0,46.5,24.4,0.0,Ikan Asin gabus goreng,Protein,Tinggi,0
207,348.0,18.7,29.5,0.0,Ikan Asin japuh goreng,Lemak,Tinggi,2
208,193.0,42.0,1.5,0.0,Ikan Asin kering,Protein,Sedang,0
209,430.0,58.2,23.6,0.0,Ikan Asin pari goreng,Protein,Tinggi,0
210,652.0,40.4,54.3,0.0,Ikan Asin pepetek goreng,Lemak,Tinggi,0
211,319.0,6.9,31.7,0.0,Ikan Asin sirinding goreng,Lemak,Tinggi,2
212,430.0,33.4,32.4,0.0,Ikan Asin teri goreng,Protein,Tinggi,0
213,198.0,19.0,13.0,0.0,Ikan Bader (Tawes),Protein,Sedang,1
214,112.0,20.0,1.3,3.7,Ikan bambangan segar,Protein,Sedang,1
215,129.0,20.0,4.8,0.0,Ikan Bandeng,Protein,Sedang,1
216,296.0,17.1,20.3,11.3,Ikan bandeng presto ,Lemak,Sedang,2
217,144.0,17.8,5.8,5.2,Ikan baung bakar,Protein,Sedang,1
218,123.0,15.1,5.5,3.3,Ikan baung segar,Protein,Sedang,1
219,96.0,19.0,1.7,0.0,Ikan Bawal,Protein,Rendah,1
220,138.0,14.0,0.7,7.4,Ikan Bekasang,Protein,Sedang,1
221,128.0,18.0,3.0,7.2,Ikan Belida bakar,Protein,Sedang,1
222,417.0,25.9,19.4,32.0,Ikan Belut Segar goreng,Karbo,Tinggi,0
223,109.0,17.0,4.0,0.0,Ikan Ekor Kuning,Protein,Sedang,1
224,292.0,58.0,4.0,0.0,Ikan Gabus kering,Protein,Sedang,0
225,74.0,25.2,1.7,0.0,Ikan Gabus ,Protein,Rendah,1
226,267.0,23.1,19.4,0.2,Ikan gete goreng,Protein,Sedang,0
227,298.0,46.3,3.6,20.2,Ikan hiu kering,Protein,Sedang,0
228,302.0,70.7,1.9,0.4,Ikan kayu kering,Protein,Tinggi,0
229,103.0,22.0,1.0,0.0,Ikan Kembung,Protein,Sedang,1
230,252.0,19.9,19.1,0.0,Ikan Lele goreng,Protein,Sedang,2
231,112.0,20.0,3.0,0.0,Ikan Lemuru,Protein,Sedang,1
232,188.0,19.3,12.2,0.0,Ikan Mas goreng,Protein,Sedang,1
233,209.0,15.2,11.3,11.8,Ikan Mas pepes,Protein,Sedang,1
234,416.0,46.9,23.9,0.0,Ikan Mujair goreng,Protein,Tinggi,0
235,121.0,21.7,2.8,0.8,Ikan Mujair pepes,Protein,Sedang,1
236,152.0,17.6,6.1,6.7,Ikan Papuyu bakar,Protein,Sedang,1
237,144.0,17.5,6.3,4.3,Ikan Patin bakar,Protein,Sedang,1
238,240.0,21.7,7.7,20.7,Ikan sanggang masakan,Protein,Sedang,0
239,170.0,33.4,3.0,0.0,Ikan Teri kering,Protein,Sedang,0
240,331.0,68.7,4.2,0.0,Ikan Teri Kering tawar,Protein,Tinggi,0
241,144.0,32.5,0.6,0.0,Ikan Teri Nasi kering,Protein,Sedang,0
242,156.0,2.7,1.3,33.3,Jagung grontol,Karbo,Sedang,1
243,361.0,8.7,4.5,72.4,Jagung Kuning giling,Karbo,Tinggi,2
244,129.0,4.1,1.3,30.3,Jagung Kuning muda,Karbo,Sedang,1
245,307.0,7.9,3.4,63.6,Jagung Kuning pipil baru,Karbo,Tinggi,2
246,366.0,9.8,7.3,69.1,Jagung kuning pipil kering ,Karbo,Tinggi,2
247,355.0,9.2,3.9,73.7,Jagung Kuning pipil lama,Karbo,Tinggi,2
248,154.0,3.8,3.5,28.4,Jagung kuning pipil rebus,Karbo,Sedang,1
249,140.0,4.7,1.3,33.1,Jagung Kuning segar,Karbo,Sedang,1
250,355.0,9.2,3.9,73.7,Jagung kuning tepung,Karbo,Tinggi,2
251,35.0,2.2,0.1,7.4,Jagung muda,Karbo,Rendah,1
252,147.0,5.1,0.7,31.5,Jagung muda kuning ,Karbo,Sedang,1
253,142.0,5.0,0.7,30.3,Jagung muda rebus,Karbo,Sedang,1
254,175.0,1.8,1.8,35.0,Jagung Rebus ,Karbo,Sedang,1
255,148.9,10.4,10.4,20.1,Jagung tumis,Karbo,Sedang,1
256,374.0,9.4,2.2,79.1,Jagung titi,Karbo,Tinggi,2
257,51.0,1.5,1.0,10.1,Jahe,Karbo,Rendah,1
258,289.0,11.0,4.0,61.0,Jali,Karbo,Sedang,2
259,239.0,0.5,0.6,64.5,Jam selai,Karbo,Sedang,1
260,286.0,48.5,9.2,2.3,Jambal goreng,Protein,Sedang,0
261,46.0,0.6,0.0,11.8,Jambu Air,Karbo,Rendah,1
262,49.0,0.9,0.3,12.2,Jambu Biji,Karbo,Rendah,1
